reportedyear,FSA,reportedmonth,,MCI,Count of MCI
2019,M6B,November,11.00,Robbery,2
2019,M6C,November,11.00,Assault,12
2019,M6C,November,11.00,Auto Theft,1
2019,M6C,November,11.00,Break and Enter,3
2019,M6C,November,11.00,Theft Over,1
2019,M6E,November,11.00,Assault,37
2019,M6E,November,11.00,Auto Theft,4
2019,M6E,November,11.00,Break and Enter,5
2019,M6E,November,11.00,Robbery,8
2019,M6E,November,11.00,Theft Over,2
2019,M6G,November,11.00,Assault,14
2019,M6G,November,11.00,Auto Theft,2
2019,M6G,November,11.00,Break and Enter,12
2019,M6H,November,11.00,Assault,33
2019,M6H,November,11.00,Auto Theft,6
2019,M6H,November,11.00,Break and Enter,16
2019,M6H,November,11.00,Robbery,8
2019,M6H,November,11.00,Theft Over,2
2019,M6J,November,11.00,Assault,20
2019,M6J,November,11.00,Auto Theft,6
2019,M6J,November,11.00,Break and Enter,11
2019,M6K,November,11.00,Assault,30
2019,M6K,November,11.00,Auto Theft,2
2019,M6K,November,11.00,Break and Enter,21
2019,M6K,November,11.00,Robbery,1
2019,M6K,November,11.00,Theft Over,5
2019,M6L,November,11.00,Assault,7
2019,M6L,November,11.00,Auto Theft,4
2019,M6L,November,11.00,Break and Enter,4
2019,M6L,November,11.00,Robbery,1
2019,M6M,November,11.00,Assault,22
2019,M6M,November,11.00,Auto Theft,8
2019,M6M,November,11.00,Break and Enter,9
2019,M6M,November,11.00,Robbery,5
2019,M6M,November,11.00,Theft Over,3
2019,M6N,November,11.00,Assault,24
2019,M6N,November,11.00,Auto Theft,4
2019,M6N,November,11.00,Break and Enter,5
2019,M6N,November,11.00,Robbery,3
2019,M6N,November,11.00,Theft Over,1
2019,M6P,November,11.00,Assault,15
2019,M6P,November,11.00,Auto Theft,3
2019,M6P,November,11.00,Break and Enter,11
2019,M6P,November,11.00,Robbery,7
2019,M6R,November,11.00,Assault,7
2019,M6R,November,11.00,Auto Theft,3
2019,M6R,November,11.00,Break and Enter,5
2019,M6R,November,11.00,Robbery,5
2019,M6R,November,11.00,Theft Over,1
2019,M6S,November,11.00,Assault,6
2019,M6S,November,11.00,Auto Theft,5
2019,M6S,November,11.00,Break and Enter,8
2019,M6S,November,11.00,Robbery,4
2019,M6S,November,11.00,Theft Over,1
2019,M8V,November,11.00,Assault,12
2019,M8V,November,11.00,Auto Theft,1
2019,M8V,November,11.00,Break and Enter,7
2019,M8V,November,11.00,Robbery,1
2019,M8W,November,11.00,Assault,8
2019,M8W,November,11.00,Auto Theft,2
2019,M8W,November,11.00,Break and Enter,6
2019,M8W,November,11.00,Robbery,1
2019,M8X,November,11.00,Assault,4
2019,M8X,November,11.00,Auto Theft,1
2019,M8X,November,11.00,Break and Enter,7
2019,M8Y,November,11.00,Assault,4
2019,M8Y,November,11.00,Auto Theft,4
2019,M8Y,November,11.00,Break and Enter,9
2019,M8Y,November,11.00,Robbery,4
2019,M8Z,November,11.00,Assault,14
2019,M8Z,November,11.00,Auto Theft,7
2019,M8Z,November,11.00,Break and Enter,10
2019,M8Z,November,11.00,Robbery,1
2019,M9A,November,11.00,Assault,4
2019,M9A,November,11.00,Auto Theft,12
2019,M9A,November,11.00,Break and Enter,21
2019,M9A,November,11.00,Robbery,1
2019,M9B,November,11.00,Assault,11
2019,M9B,November,11.00,Auto Theft,9
2019,M9B,November,11.00,Break and Enter,11
2019,M9B,November,11.00,Robbery,6
2019,M9B,November,11.00,Theft Over,3
2019,M9C,November,11.00,Assault,4
2019,M9C,November,11.00,Auto Theft,7
2019,M9C,November,11.00,Break and Enter,6
2019,M9C,November,11.00,Robbery,2
2019,M9L,November,11.00,Assault,9
2019,M9L,November,11.00,Auto Theft,10
2019,M9L,November,11.00,Break and Enter,4
2019,M9L,November,11.00,Robbery,3
2019,M9L,November,11.00,Theft Over,2
2019,M9M,November,11.00,Assault,24
2019,M9M,November,11.00,Auto Theft,7
2019,M9M,November,11.00,Break and Enter,11
2019,M9M,November,11.00,Robbery,4
2019,M9N,November,11.00,Assault,29
2019,M9N,November,11.00,Auto Theft,11
2019,M9N,November,11.00,Break and Enter,5
2019,M9N,November,11.00,Robbery,2
2019,M9N,November,11.00,Theft Over,1
2019,M9P,November,11.00,Assault,4
2019,M9P,November,11.00,Auto Theft,6
2019,M9P,November,11.00,Break and Enter,3
2019,M9P,November,11.00,Robbery,2
2019,M9P,November,11.00,Theft Over,1
2019,M9R,November,11.00,Assault,9
2019,M9R,November,11.00,Auto Theft,6
2019,M9R,November,11.00,Break and Enter,8
2019,M9R,November,11.00,Robbery,3
2019,M9R,November,11.00,Theft Over,1
2019,M9V,November,11.00,Assault,42
2019,M9V,November,11.00,Auto Theft,25
2019,M9V,November,11.00,Break and Enter,10
2019,M9V,November,11.00,Robbery,4
2019,M9V,November,11.00,Theft Over,1
2019,M9W,November,11.00,Assault,14
2019,M9W,November,11.00,Auto Theft,30
2019,M9W,November,11.00,Break and Enter,7
2019,M9W,November,11.00,Robbery,9
2019,M9W,November,11.00,Theft Over,3
2019,Overall,November,11.00,Assault,1632
2019,Overall,November,11.00,Break and Enter,733
2019,Overall,November,11.00,Auto Theft,458
2019,Overall,November,11.00,Robbery,321
2019,Overall,November,11.00,Theft Over,103
2017,M1B,December,12.00,Assault,32
2017,M1B,December,12.00,Auto Theft,7
2017,M1B,December,12.00,Break and Enter,5
2017,M1B,December,12.00,Robbery,12
2017,M1C,December,12.00,Assault,13
2017,M1C,December,12.00,Auto Theft,4
2017,M1C,December,12.00,Break and Enter,6
2017,M1C,December,12.00,Robbery,1
2017,M1E,December,12.00,Assault,34
2017,M1E,December,12.00,Auto Theft,3
2017,M1E,December,12.00,Break and Enter,13
2017,M1E,December,12.00,Robbery,6
2017,M1G,December,12.00,Assault,24
2017,M1G,December,12.00,Auto Theft,4
2017,M1G,December,12.00,Break and Enter,4
2017,M1G,December,12.00,Robbery,1
2017,M1H,December,12.00,Assault,15
2017,M1H,December,12.00,Auto Theft,3
2017,M1H,December,12.00,Break and Enter,4
2017,M1H,December,12.00,Robbery,8
2017,M1H,December,12.00,Theft Over,1
2017,M1J,December,12.00,Assault,22
2017,M1J,December,12.00,Auto Theft,3
2017,M1J,December,12.00,Break and Enter,4
2017,M1J,December,12.00,Theft Over,1
2017,M1K,December,12.00,Assault,38
2017,M1K,December,12.00,Auto Theft,10
2017,M1K,December,12.00,Break and Enter,10
2017,M1K,December,12.00,Robbery,6
2017,M1K,December,12.00,Theft Over,3
2017,M1L,December,12.00,Assault,31
2017,M1L,December,12.00,Auto Theft,5
2017,M1L,December,12.00,Break and Enter,6
2017,M1L,December,12.00,Robbery,4
2017,M1L,December,12.00,Theft Over,1
2017,M1M,December,12.00,Assault,15
2017,M1M,December,12.00,Auto Theft,2
2017,M1M,December,12.00,Break and Enter,2
2017,M1M,December,12.00,Robbery,2
2017,M1M,December,12.00,Theft Over,1
2017,M1N,December,12.00,Assault,15
2017,M1N,December,12.00,Break and Enter,6
2017,M1P,December,12.00,Assault,26
2017,M1P,December,12.00,Auto Theft,6
2017,M1P,December,12.00,Break and Enter,3
2017,M1P,December,12.00,Robbery,7
2017,M1P,December,12.00,Theft Over,1
2017,M1R,December,12.00,Assault,13
2017,M1R,December,12.00,Auto Theft,5
2017,M1R,December,12.00,Break and Enter,5
2017,M1R,December,12.00,Robbery,1
2017,M1S,December,12.00,Assault,10
2017,M1S,December,12.00,Auto Theft,3
2017,M1S,December,12.00,Break and Enter,7
2017,M1S,December,12.00,Robbery,3
2017,M1S,December,12.00,Theft Over,1
2017,M1T,December,12.00,Assault,16
2017,M1T,December,12.00,Break and Enter,6
2017,M1T,December,12.00,Robbery,2
2017,M1V,December,12.00,Assault,12
2017,M1V,December,12.00,Auto Theft,5
2017,M1V,December,12.00,Break and Enter,9
2017,M1V,December,12.00,Robbery,1
2017,M1V,December,12.00,Theft Over,1
2017,M1W,December,12.00,Assault,12
2017,M1W,December,12.00,Auto Theft,1
2017,M1W,December,12.00,Break and Enter,7
2017,M1X,December,12.00,Assault,6
2017,M1X,December,12.00,Auto Theft,2
2017,M1X,December,12.00,Robbery,1
2017,M1X,December,12.00,Theft Over,1
2017,M2H,December,12.00,Assault,9
2017,M2H,December,12.00,Auto Theft,1
2017,M2H,December,12.00,Break and Enter,4
2017,M2H,December,12.00,Robbery,3
2017,M2J,December,12.00,Assault,28
2017,M2J,December,12.00,Auto Theft,2
2017,M2J,December,12.00,Break and Enter,12
2017,M2J,December,12.00,Robbery,2
2017,M2K,December,12.00,Assault,6
2017,M2K,December,12.00,Break and Enter,7
2017,M2L,December,12.00,Assault,1
2017,M2L,December,12.00,Auto Theft,2
2017,M2L,December,12.00,Break and Enter,7
2017,M2M,December,12.00,Assault,16
2017,M2M,December,12.00,Break and Enter,14
2017,M2M,December,12.00,Robbery,3
2017,M2N,December,12.00,Assault,20
2017,M2N,December,12.00,Auto Theft,8
2017,M2N,December,12.00,Break and Enter,8
2017,M2N,December,12.00,Robbery,6
2017,M2N,December,12.00,Theft Over,2
2017,M2P,December,12.00,Auto Theft,1
2017,M2P,December,12.00,Break and Enter,1
2017,M2R,December,12.00,Assault,12
2017,M2R,December,12.00,Auto Theft,3
2017,M2R,December,12.00,Break and Enter,9
2017,M2R,December,12.00,Robbery,1
2017,M3A,December,12.00,Assault,23
2017,M3A,December,12.00,Auto Theft,2
2017,M3A,December,12.00,Break and Enter,5
2017,M3A,December,12.00,Robbery,1
2017,M3A,December,12.00,Theft Over,2
2017,M3B,December,12.00,Assault,6
2017,M3B,December,12.00,Auto Theft,1
2017,M3C,December,12.00,Assault,11
2017,M3C,December,12.00,Auto Theft,1
2017,M3C,December,12.00,Break and Enter,6
2017,M3C,December,12.00,Robbery,2
2017,M3H,December,12.00,Assault,5
2017,M3H,December,12.00,Auto Theft,1
2017,M3H,December,12.00,Break and Enter,14
2017,M3H,December,12.00,Robbery,1
2017,M3H,December,12.00,Theft Over,1
2017,M3J,December,12.00,Assault,33
2017,M3J,December,12.00,Auto Theft,10
2017,M3J,December,12.00,Break and Enter,6
2017,M3J,December,12.00,Robbery,7
2017,M3J,December,12.00,Theft Over,7
2017,M3K,December,12.00,Assault,2
2017,M3K,December,12.00,Auto Theft,1
2017,M3K,December,12.00,Break and Enter,1
2017,M3L,December,12.00,Assault,22
2017,M3L,December,12.00,Auto Theft,5
2017,M3L,December,12.00,Break and Enter,6
2017,M3L,December,12.00,Robbery,1
2017,M3L,December,12.00,Theft Over,1
2017,M3M,December,12.00,Assault,13
2017,M3M,December,12.00,Auto Theft,3
2017,M3M,December,12.00,Break and Enter,1
2017,M3M,December,12.00,Robbery,1
2017,M3M,December,12.00,Theft Over,2
2017,M3N,December,12.00,Assault,32
2017,M3N,December,12.00,Auto Theft,6
2017,M3N,December,12.00,Break and Enter,2
2017,M3N,December,12.00,Robbery,5
2017,M3N,December,12.00,Theft Over,5
2017,M4A,December,12.00,Assault,4
2017,M4A,December,12.00,Auto Theft,2
2017,M4A,December,12.00,Break and Enter,5
2017,M4A,December,12.00,Robbery,5
2017,M4B,December,12.00,Assault,12
2017,M4B,December,12.00,Break and Enter,4
2017,M4B,December,12.00,Robbery,4
2017,M4B,December,12.00,Theft Over,1
2017,M4C,December,12.00,Assault,36
2017,M4C,December,12.00,Auto Theft,2
2017,M4C,December,12.00,Break and Enter,8
2017,M4C,December,12.00,Robbery,4
2017,M4E,December,12.00,Assault,3
2017,M4E,December,12.00,Auto Theft,1
2017,M4E,December,12.00,Break and Enter,5
2017,M4E,December,12.00,Robbery,1
2017,M4G,December,12.00,Assault,8
2017,M4G,December,12.00,Break and Enter,2
2017,M4G,December,12.00,Robbery,5
2017,M4H,December,12.00,Assault,7
2017,M4H,December,12.00,Break and Enter,1
2017,M4H,December,12.00,Robbery,1
2017,M4H,December,12.00,Theft Over,1
2017,M4J,December,12.00,Assault,15
2017,M4J,December,12.00,Auto Theft,5
2017,M4J,December,12.00,Break and Enter,14
2017,M4J,December,12.00,Robbery,8
2017,M4K,December,12.00,Assault,15
2017,M4K,December,12.00,Auto Theft,2
2017,M4K,December,12.00,Break and Enter,4
2017,M4K,December,12.00,Robbery,3
2017,M4L,December,12.00,Assault,18
2017,M4L,December,12.00,Auto Theft,1
2017,M4L,December,12.00,Break and Enter,5
2017,M4L,December,12.00,Robbery,3
2017,M4L,December,12.00,Theft Over,2
2017,M4M,December,12.00,Assault,11
2017,M4M,December,12.00,Auto Theft,1
2017,M4M,December,12.00,Break and Enter,3
2017,M4M,December,12.00,Robbery,6
2017,M4M,December,12.00,Theft Over,1
2017,M4N,December,12.00,Assault,2
2017,M4N,December,12.00,Auto Theft,2
2017,M4N,December,12.00,Break and Enter,2
2017,M4P,December,12.00,Assault,5
2017,M4P,December,12.00,Break and Enter,5
2017,M4R,December,12.00,Assault,6
2017,M4R,December,12.00,Break and Enter,1
2017,M4S,December,12.00,Assault,5
2017,M4S,December,12.00,Auto Theft,2
2017,M4S,December,12.00,Break and Enter,1
2017,M4T,December,12.00,Assault,2
2017,M4V,December,12.00,Assault,5
2017,M4V,December,12.00,Auto Theft,1
2017,M4V,December,12.00,Break and Enter,1
2017,M4W,December,12.00,Assault,13
2017,M4W,December,12.00,Break and Enter,6
2017,M4W,December,12.00,Theft Over,1
2017,M4X,December,12.00,Assault,13
2017,M4X,December,12.00,Break and Enter,4
2017,M4X,December,12.00,Robbery,2
2017,M4Y,December,12.00,Assault,40
2017,M4Y,December,12.00,Auto Theft,2
2017,M4Y,December,12.00,Break and Enter,10
2017,M4Y,December,12.00,Robbery,7
2017,M4Y,December,12.00,Theft Over,1
2017,M5A,December,12.00,Assault,53
2017,M5A,December,12.00,Auto Theft,3
2017,M5A,December,12.00,Break and Enter,9
2017,M5A,December,12.00,Robbery,1
2017,M5A,December,12.00,Theft Over,1
2017,M5B,December,12.00,Assault,39
2017,M5B,December,12.00,Auto Theft,2
2017,M5B,December,12.00,Break and Enter,11
2017,M5B,December,12.00,Robbery,3
2017,M5C,December,12.00,Assault,3
2017,M5C,December,12.00,Break and Enter,4
2017,M5E,December,12.00,Assault,9
2017,M5E,December,12.00,Break and Enter,6
2017,M5E,December,12.00,Robbery,1
2017,M5G,December,12.00,Assault,46
2017,M5G,December,12.00,Break and Enter,10
2017,M5G,December,12.00,Robbery,9
2017,M5G,December,12.00,Theft Over,2
2017,M5H,December,12.00,Assault,18
2017,M5H,December,12.00,Break and Enter,9
2017,M5H,December,12.00,Robbery,3
2017,M5H,December,12.00,Theft Over,4
2017,M5J,December,12.00,Assault,16
2017,M5J,December,12.00,Auto Theft,2
2017,M5J,December,12.00,Break and Enter,7
2017,M5J,December,12.00,Robbery,2
2017,M5J,December,12.00,Theft Over,2
2017,M5M,December,12.00,Assault,11
2017,M5M,December,12.00,Auto Theft,2
2017,M5M,December,12.00,Break and Enter,9
2017,M5M,December,12.00,Robbery,3
2017,M5M,December,12.00,Theft Over,2
2017,M5N,December,12.00,Assault,1
2017,M5N,December,12.00,Break and Enter,3
2017,M5P,December,12.00,Assault,9
2017,M5P,December,12.00,Auto Theft,4
2017,M5P,December,12.00,Break and Enter,5
2017,M5P,December,12.00,Robbery,2
2017,M5P,December,12.00,Theft Over,1
2017,M5R,December,12.00,Assault,18
2017,M5R,December,12.00,Auto Theft,3
2017,M5R,December,12.00,Break and Enter,8
2017,M5R,December,12.00,Robbery,2
2017,M5R,December,12.00,Theft Over,1
2017,M5S,December,12.00,Assault,17
2017,M5S,December,12.00,Break and Enter,8
2017,M5S,December,12.00,Robbery,3
2017,M5T,December,12.00,Assault,16
2017,M5T,December,12.00,Auto Theft,3
2017,M5T,December,12.00,Break and Enter,6
2017,M5T,December,12.00,Robbery,1
2017,M5T,December,12.00,Theft Over,2
2017,M5V,December,12.00,Assault,37
2017,M5V,December,12.00,Auto Theft,4
2017,M5V,December,12.00,Break and Enter,10
2017,M5V,December,12.00,Robbery,2
2017,M5V,December,12.00,Theft Over,3
2017,M6A,December,12.00,Assault,20
2017,M6A,December,12.00,Auto Theft,8
2017,M6A,December,12.00,Break and Enter,5
2017,M6A,December,12.00,Robbery,7
2017,M6A,December,12.00,Theft Over,2
2017,M6B,December,12.00,Assault,4
2017,M6B,December,12.00,Auto Theft,3
2017,M6B,December,12.00,Break and Enter,2
2017,M6B,December,12.00,Robbery,4
2017,M6B,December,12.00,Theft Over,1
2017,M6C,December,12.00,Assault,6
2017,M6C,December,12.00,Auto Theft,4
2017,M6C,December,12.00,Break and Enter,8
2017,M6E,December,12.00,Assault,18
2017,M6E,December,12.00,Auto Theft,1
2017,M6E,December,12.00,Break and Enter,5
2017,M6E,December,12.00,Robbery,5
2017,M6E,December,12.00,Theft Over,3
2017,M6G,December,12.00,Assault,21
2017,M6G,December,12.00,Auto Theft,1
2017,M6G,December,12.00,Break and Enter,4
2017,M6G,December,12.00,Theft Over,1
2017,M6H,December,12.00,Assault,24
2017,M6H,December,12.00,Auto Theft,2
2017,M6H,December,12.00,Break and Enter,9
2017,M6H,December,12.00,Robbery,3
2017,M6H,December,12.00,Theft Over,2
2017,M6J,December,12.00,Assault,34
2017,M6J,December,12.00,Auto Theft,2
2017,M6J,December,12.00,Break and Enter,4
2017,M6J,December,12.00,Robbery,4
2017,M6K,December,12.00,Assault,20
2017,M6K,December,12.00,Auto Theft,3
2017,M6K,December,12.00,Break and Enter,9
2017,M6K,December,12.00,Robbery,3
2017,M6K,December,12.00,Theft Over,3
2017,M6L,December,12.00,Assault,5
2017,M6L,December,12.00,Auto Theft,1
2017,M6L,December,12.00,Break and Enter,4
2017,M6L,December,12.00,Robbery,1
2017,M6M,December,12.00,Assault,25
2017,M6M,December,12.00,Auto Theft,10
2017,M6M,December,12.00,Break and Enter,10
2017,M6M,December,12.00,Robbery,13
2017,M6M,December,12.00,Theft Over,2
2017,M6N,December,12.00,Assault,17
2017,M6N,December,12.00,Auto Theft,6
2017,M6N,December,12.00,Break and Enter,10
2017,M6N,December,12.00,Robbery,6
2017,M6N,December,12.00,Theft Over,2
2017,M6P,December,12.00,Assault,12
2017,M6P,December,12.00,Auto Theft,5
2017,M6P,December,12.00,Break and Enter,13
2017,M6P,December,12.00,Robbery,2
2017,M6P,December,12.00,Theft Over,2
2017,M6R,December,12.00,Assault,10
2017,M6R,December,12.00,Auto Theft,2
2017,M6R,December,12.00,Break and Enter,7
2017,M6R,December,12.00,Robbery,1
2017,M6S,December,12.00,Assault,5
2017,M6S,December,12.00,Auto Theft,5
2017,M6S,December,12.00,Break and Enter,4
2017,M6S,December,12.00,Robbery,9
2017,M6S,December,12.00,Theft Over,1
2017,M8V,December,12.00,Assault,8
2017,M8V,December,12.00,Break and Enter,1
2017,M8V,December,12.00,Robbery,1
2017,M8W,December,12.00,Assault,1
2017,M8W,December,12.00,Theft Over,1
2017,M8X,December,12.00,Assault,1
2017,M8X,December,12.00,Auto Theft,1
2017,M8X,December,12.00,Break and Enter,3
2017,M8X,December,12.00,Robbery,2
2017,M8Y,December,12.00,Assault,7
2017,M8Y,December,12.00,Auto Theft,2
2017,M8Y,December,12.00,Break and Enter,1
2017,M8Y,December,12.00,Robbery,1
2017,M8Z,December,12.00,Assault,8
2017,M8Z,December,12.00,Auto Theft,3
2017,M8Z,December,12.00,Break and Enter,3
2017,M8Z,December,12.00,Robbery,1
2017,M8Z,December,12.00,Theft Over,2
2017,M9A,December,12.00,Assault,6
2017,M9A,December,12.00,Auto Theft,6
2017,M9A,December,12.00,Break and Enter,11
2017,M9A,December,12.00,Theft Over,1
2017,M9B,December,12.00,Assault,11
2017,M9B,December,12.00,Auto Theft,7
2017,M9B,December,12.00,Break and Enter,3
2017,M9B,December,12.00,Robbery,9
2017,M9C,December,12.00,Assault,15
2017,M9C,December,12.00,Auto Theft,3
2017,M9C,December,12.00,Break and Enter,3
2017,M9C,December,12.00,Robbery,3
2017,M9C,December,12.00,Theft Over,2
2017,M9L,December,12.00,Assault,10
2017,M9L,December,12.00,Auto Theft,5
2017,M9L,December,12.00,Break and Enter,8
2017,M9L,December,12.00,Robbery,6
2017,M9L,December,12.00,Theft Over,3
2017,M9M,December,12.00,Assault,22
2017,M9M,December,12.00,Auto Theft,11
2017,M9M,December,12.00,Break and Enter,10
2017,M9M,December,12.00,Robbery,5
2017,M9M,December,12.00,Theft Over,1
2017,M9N,December,12.00,Assault,23
2017,M9N,December,12.00,Auto Theft,10
2017,M9N,December,12.00,Break and Enter,6
2017,M9N,December,12.00,Robbery,2
2017,M9N,December,12.00,Theft Over,1
2017,M9P,December,12.00,Assault,6
2017,M9P,December,12.00,Auto Theft,8
2017,M9P,December,12.00,Break and Enter,8
2017,M9P,December,12.00,Theft Over,1
2017,M9R,December,12.00,Assault,14
2017,M9R,December,12.00,Auto Theft,7
2017,M9R,December,12.00,Break and Enter,2
2017,M9R,December,12.00,Robbery,1
2017,M9V,December,12.00,Assault,26
2017,M9V,December,12.00,Auto Theft,17
2017,M9V,December,12.00,Break and Enter,3
2017,M9V,December,12.00,Robbery,8
2017,M9W,December,12.00,Assault,19
2017,M9W,December,12.00,Auto Theft,17
2017,M9W,December,12.00,Break and Enter,9
2017,M9W,December,12.00,Robbery,12
2017,M9W,December,12.00,Theft Over,2
2017,Overall,December,12.00,Assault,1484
2017,Overall,December,12.00,Break and Enter,551
2017,Overall,December,12.00,Auto Theft,304
2017,Overall,December,12.00,Robbery,278
2017,Overall,December,12.00,Theft Over,89
2018,M1B,December,12.00,Assault,31
2018,M1B,December,12.00,Auto Theft,6
2018,M1B,December,12.00,Break and Enter,15
2018,M1B,December,12.00,Robbery,10
2018,M1B,December,12.00,Theft Over,4
2018,M1C,December,12.00,Assault,5
2018,M1C,December,12.00,Auto Theft,1
2018,M1C,December,12.00,Break and Enter,5
2018,M1C,December,12.00,Robbery,1
2018,M1C,December,12.00,Theft Over,1
2018,M1E,December,12.00,Assault,39
2018,M1E,December,12.00,Auto Theft,8
2018,M1E,December,12.00,Break and Enter,6
2018,M1E,December,12.00,Robbery,8
2018,M1G,December,12.00,Assault,13
2018,M1G,December,12.00,Auto Theft,1
2018,M1G,December,12.00,Break and Enter,2
2018,M1G,December,12.00,Robbery,1
2018,M1H,December,12.00,Assault,18
2018,M1H,December,12.00,Auto Theft,4
2018,M1H,December,12.00,Break and Enter,4
2018,M1H,December,12.00,Robbery,5
2018,M1J,December,12.00,Assault,17
2018,M1J,December,12.00,Break and Enter,1
2018,M1J,December,12.00,Robbery,1
2018,M1J,December,12.00,Theft Over,1
2018,M1K,December,12.00,Assault,27
2018,M1K,December,12.00,Auto Theft,7
2018,M1K,December,12.00,Break and Enter,10
2018,M1K,December,12.00,Robbery,3
2018,M1L,December,12.00,Assault,36
2018,M1L,December,12.00,Auto Theft,6
2018,M1L,December,12.00,Break and Enter,8
2018,M1M,December,12.00,Assault,14
2018,M1M,December,12.00,Auto Theft,5
2018,M1M,December,12.00,Robbery,1
2018,M1N,December,12.00,Assault,10
2018,M1N,December,12.00,Auto Theft,4
2018,M1N,December,12.00,Break and Enter,1
2018,M1N,December,12.00,Theft Over,1
2018,M1P,December,12.00,Assault,28
2018,M1P,December,12.00,Auto Theft,20
2018,M1P,December,12.00,Break and Enter,4
2018,M1P,December,12.00,Robbery,12
2018,M1P,December,12.00,Theft Over,2
2018,M1R,December,12.00,Assault,14
2018,M1R,December,12.00,Auto Theft,8
2018,M1R,December,12.00,Break and Enter,7
2018,M1R,December,12.00,Robbery,1
2018,M1R,December,12.00,Theft Over,3
2018,M1S,December,12.00,Assault,12
2018,M1S,December,12.00,Auto Theft,5
2018,M1S,December,12.00,Break and Enter,10
2018,M1S,December,12.00,Robbery,3
2018,M1S,December,12.00,Theft Over,1
2018,M1T,December,12.00,Assault,17
2018,M1T,December,12.00,Auto Theft,2
2018,M1T,December,12.00,Break and Enter,8
2018,M1V,December,12.00,Assault,12
2018,M1V,December,12.00,Auto Theft,5
2018,M1V,December,12.00,Break and Enter,10
2018,M1V,December,12.00,Robbery,7
2018,M1V,December,12.00,Theft Over,1
2018,M1W,December,12.00,Assault,10
2018,M1W,December,12.00,Auto Theft,2
2018,M1W,December,12.00,Break and Enter,13
2018,M1W,December,12.00,Robbery,4
2018,M1X,December,12.00,Assault,3
2018,M1X,December,12.00,Auto Theft,3
2018,M2H,December,12.00,Assault,5
2018,M2H,December,12.00,Auto Theft,1
2018,M2H,December,12.00,Break and Enter,5
2018,M2H,December,12.00,Robbery,2
2018,M2J,December,12.00,Assault,21
2018,M2J,December,12.00,Auto Theft,5
2018,M2J,December,12.00,Break and Enter,10
2018,M2J,December,12.00,Robbery,3
2018,M2K,December,12.00,Assault,6
2018,M2K,December,12.00,Auto Theft,4
2018,M2K,December,12.00,Break and Enter,7
2018,M2L,December,12.00,Assault,3
2018,M2L,December,12.00,Auto Theft,2
2018,M2L,December,12.00,Break and Enter,10
2018,M2M,December,12.00,Assault,11
2018,M2M,December,12.00,Auto Theft,2
2018,M2M,December,12.00,Break and Enter,17
2018,M2M,December,12.00,Robbery,2
2018,M2M,December,12.00,Theft Over,1
2018,M2N,December,12.00,Assault,20
2018,M2N,December,12.00,Auto Theft,10
2018,M2N,December,12.00,Break and Enter,14
2018,M2N,December,12.00,Robbery,2
2018,M2N,December,12.00,Theft Over,2
2018,M2P,December,12.00,Assault,1
2018,M2P,December,12.00,Break and Enter,6
2018,M2R,December,12.00,Assault,17
2018,M2R,December,12.00,Auto Theft,1
2018,M2R,December,12.00,Break and Enter,8
2018,M2R,December,12.00,Robbery,1
2018,M3A,December,12.00,Assault,9
2018,M3A,December,12.00,Auto Theft,1
2018,M3A,December,12.00,Break and Enter,3
2018,M3A,December,12.00,Robbery,3
2018,M3B,December,12.00,Assault,2
2018,M3B,December,12.00,Break and Enter,7
2018,M3B,December,12.00,Robbery,2
2018,M3C,December,12.00,Assault,11
2018,M3C,December,12.00,Auto Theft,1
2018,M3C,December,12.00,Break and Enter,1
2018,M3C,December,12.00,Theft Over,1
2018,M3H,December,12.00,Assault,8
2018,M3H,December,12.00,Auto Theft,7
2018,M3H,December,12.00,Break and Enter,22
2018,M3H,December,12.00,Robbery,1
2018,M3J,December,12.00,Assault,33
2018,M3J,December,12.00,Auto Theft,8
2018,M3J,December,12.00,Break and Enter,15
2018,M3J,December,12.00,Robbery,10
2018,M3J,December,12.00,Theft Over,4
2018,M3K,December,12.00,Assault,8
2018,M3K,December,12.00,Auto Theft,1
2018,M3K,December,12.00,Theft Over,1
2018,M3L,December,12.00,Assault,13
2018,M3L,December,12.00,Auto Theft,10
2018,M3L,December,12.00,Break and Enter,2
2018,M3L,December,12.00,Robbery,1
2018,M3L,December,12.00,Theft Over,1
2018,M3M,December,12.00,Assault,15
2018,M3M,December,12.00,Auto Theft,1
2018,M3M,December,12.00,Break and Enter,7
2018,M3M,December,12.00,Theft Over,2
2018,M3N,December,12.00,Assault,41
2018,M3N,December,12.00,Auto Theft,16
2018,M3N,December,12.00,Break and Enter,2
2018,M3N,December,12.00,Robbery,10
2018,M4A,December,12.00,Assault,3
2018,M4A,December,12.00,Auto Theft,1
2018,M4A,December,12.00,Break and Enter,1
2018,M4A,December,12.00,Robbery,5
2018,M4B,December,12.00,Assault,12
2018,M4B,December,12.00,Break and Enter,6
2018,M4B,December,12.00,Robbery,4
2018,M4C,December,12.00,Assault,30
2018,M4C,December,12.00,Auto Theft,3
2018,M4C,December,12.00,Break and Enter,10
2018,M4C,December,12.00,Robbery,12
2018,M4C,December,12.00,Theft Over,1
2018,M4E,December,12.00,Assault,4
2018,M4E,December,12.00,Auto Theft,2
2018,M4E,December,12.00,Break and Enter,3
2018,M4E,December,12.00,Theft Over,1
2018,M4G,December,12.00,Assault,5
2018,M4G,December,12.00,Auto Theft,6
2018,M4G,December,12.00,Break and Enter,7
